event_id,user_id,product_id,event_type,event_date,event_time
E00027681,U007105,P000525,view,22-10-24,04:46:25
E00023306,U009578,P000364,view,22-10-24,04:49:44
E00034733,U009736,P000884,cart,22-10-24,04:50:19
E00012160,U006782,P000392,view,22-10-24,05:04:54
E00014455,U004892,P001647,view,22-10-24,05:07:23
E00058514,U004341,P001435,cart,22-10-24,05:38:39
E00061888,U003338,P001494,cart,22-10-24,05:43:11
E00062800,U004021,P001185,view,22-10-24,06:23:11
E00003759,U003676,P000628,view,22-10-24,06:23:16
E00007946,U006087,P001589,view,22-10-24,06:35:28
E00070718,U007276,P000934,view,22-10-24,06:47:06
E00071455,U003263,P000075,view,22-10-24,07:00:31
E00025099,U006757,P001864,view,22-10-24,07:09:01
E00041230,U005195,P000101,view,22-10-24,07:16:12
E00079486,U006487,P000704,view,22-10-24,07:25:09
E00059424,U006114,P001715,view,22-10-24,08:15:21
E00023678,U004397,P000217,view,22-10-24,08:19:08
E00039061,U006264,P001243,view,22-10-24,08:20:50
E00045792,U005566,P000352,view,22-10-24,08:33:56
E00034329,U001303,P000427,purchase,22-10-24,08:44:02
E00042619,U002583,P001535,wishlist,22-10-24,08:46:46
E00024775,U005715,P001165,view,22-10-24,09:22:15
E00076117,U003621,P000026,view,22-10-24,09:25:15
E00025041,U002270,P000526,view,22-10-24,09:44:32
E00002896,U001404,P000240,view,22-10-24,10:14:19
E00008631,U008215,P001831,wishlist,22-10-24,10:33:15
E00073461,U001034,P000063,cart,22-10-24,10:34:45
E00030281,U000119,P000481,view,22-10-24,10:39:46
E00015270,U008839,P001732,wishlist,22-10-24,12:03:28
E00079822,U002072,P001157,wishlist,22-10-24,12:07:33
E00048031,U001768,P001160,view,22-10-24,12:45:36
E00006100,U003758,P001068,view,22-10-24,12:50:19
E00006339,U003799,P000831,view,22-10-24,12:59:34
E00022600,U008524,P001454,cart,22-10-24,13:18:30
E00010665,U004325,P000693,view,22-10-24,13:26:42
E00017942,U005187,P000759,view,22-10-24,13:48:20
E00013052,U005641,P000609,view,22-10-24,13:51:29
E00080000,U007283,P000084,view,22-10-24,14:35:56
E00063674,U008968,P000202,view,22-10-24,15:09:32
E00025045,U000647,P000531,wishlist,22-10-24,15:38:46
E00075851,U005827,P001569,cart,22-10-24,15:41:33
E00006130,U008769,P000099,wishlist,22-10-24,15:47:33
E00016726,U004766,P001470,view,22-10-24,15:57:22
E00043506,U004430,P001576,wishlist,22-10-24,16:12:21
E00011108,U001593,P000339,view,22-10-24,16:15:26
E00043866,U006291,P001131,cart,22-10-24,16:22:18
E00041944,U001407,P000086,view,22-10-24,16:25:45
E00019602,U001630,P000601,cart,22-10-24,16:28:39
E00047033,U004899,P001745,view,22-10-24,16:45:17
E00010096,U005781,P001600,wishlist,22-10-24,16:53:35
E00050046,U000871,P000950,view,22-10-24,16:57:02
E00004618,U003591,P000017,view,22-10-24,16:58:10
E00028933,U009086,P001727,wishlist,22-10-24,17:15:17
E00021944,U004765,P001389,view,22-10-24,17:19:41
E00035943,U006613,P001962,cart,22-10-24,17:21:05
E00058680,U001112,P001982,view,22-10-24,17:31:19
E00067080,U000800,P000033,view,22-10-24,17:50:47
E00019340,U000987,P000576,view,22-10-24,17:56:51
E00019495,U000258,P001977,cart,22-10-24,18:07:04
E00031557,U001229,P000110,view,22-10-24,18:17:57
E00012064,U001215,P000173,view,22-10-24,18:20:04
E00027843,U009412,P001911,view,22-10-24,18:26:45
E00059886,U006894,P001642,cart,22-10-24,18:29:52
E00026949,U002871,P000990,wishlist,22-10-24,18:56:46
E00043702,U002549,P000059,cart,22-10-24,19:02:01
E00055050,U004062,P001493,view,22-10-24,19:46:18
E00057370,U008060,P000002,view,22-10-24,19:50:11
E00021631,U006194,P001190,wishlist,22-10-24,19:57:12
E00059479,U005286,P000812,view,22-10-24,19:57:22
E00013226,U000712,P001835,view,22-10-24,20:03:32
E00077361,U005986,P001509,wishlist,22-10-24,20:05:37
E00013378,U001963,P001895,view,22-10-24,20:36:55
E00035962,U002905,P001514,view,22-10-24,21:04:35
E00024898,U008680,P000525,cart,22-10-24,21:07:02
E00035753,U004193,P000174,view,22-10-24,21:08:11
E00059360,U005153,P001324,purchase,22-10-24,21:08:47
E00044821,U002013,P001736,cart,22-10-24,21:19:40
E00060276,U008207,P000239,view,22-10-24,21:34:45
E00024789,U007850,P001474,view,22-10-24,21:36:54
E00067140,U004479,P000020,view,22-10-24,22:01:19
E00039033,U001754,P001492,view,22-10-24,22:31:53
E00061009,U008246,P000268,view,22-10-24,22:50:20
E00050174,U000493,P000224,view,22-10-24,22:53:31
E00046381,U007783,P000763,cart,22-10-24,22:59:16
E00022825,U007468,P001421,view,22-10-24,22:59:43
E00047702,U009069,P000059,view,22-10-24,23:00:06
E00022098,U009506,P001346,purchase,22-10-24,23:29:51
E00066041,U008452,P001888,view,22-10-24,23:30:41
E00036689,U001738,P000824,wishlist,22-10-24,23:37:06
E00005811,U000251,P000412,cart,22-10-24,23:44:36
E00022291,U007795,P001988,view,22-10-24,23:45:49
E00043314,U009560,P001825,view,22-10-24,23:52:50
E00052384,U004680,P000066,purchase,22-10-24,23:54:43
E00005521,U008134,P000861,view,23-10-24,00:11:32
E00036884,U001571,P001747,view,23-10-24,01:00:17
E00053746,U007854,P000715,wishlist,23-10-24,01:08:53
E00028556,U008900,P000837,view,23-10-24,01:24:14
E00047668,U000399,P001081,cart,23-10-24,01:31:11
E00030327,U001589,P000639,view,23-10-24,01:38:59
E00026575,U009827,P000218,wishlist,23-10-24,02:06:56
E00043723,U002371,P001668,view,23-10-24,02:09:03
E00010964,U008564,P000156,view,23-10-24,02:35:32
E00044646,U006449,P000777,view,23-10-24,02:40:12
E00037492,U001500,P001251,view,23-10-24,02:45:08
E00005251,U008758,P000026,view,23-10-24,03:57:55
E00061046,U001176,P000646,view,23-10-24,04:29:28
E00013315,U002601,P001101,view,23-10-24,05:10:50
E00025057,U003384,P001561,view,23-10-24,05:13:51
E00034368,U005340,P001017,wishlist,23-10-24,05:16:00
E00024616,U008268,P001226,purchase,23-10-24,05:31:01
E00018240,U001272,P000524,cart,23-10-24,05:35:01
E00063023,U000286,P000385,view,23-10-24,05:40:26
E00000454,U002329,P000395,view,23-10-24,05:49:56
E00026211,U000749,P000850,view,23-10-24,06:05:27
E00045742,U003962,P000830,view,23-10-24,06:21:47
E00040133,U001359,P001649,purchase,23-10-24,06:39:33
E00060567,U007409,P001127,cart,23-10-24,06:54:59
E00027023,U005756,P001841,view,23-10-24,07:01:41
E00049923,U002675,P001018,wishlist,23-10-24,07:06:45
E00015400,U001145,P001399,cart,23-10-24,07:31:06
E00059256,U000731,P000486,view,23-10-24,07:34:58
E00070456,U000057,P000059,view,23-10-24,07:35:41
E00055640,U000450,P000575,view,23-10-24,08:55:07
E00010407,U005239,P001717,view,23-10-24,08:56:49
E00067646,U002668,P000040,view,23-10-24,08:57:43
E00018117,U004616,P000085,view,23-10-24,09:01:43
E00022810,U009183,P001719,cart,23-10-24,09:10:55
E00059821,U001968,P000560,view,23-10-24,09:19:04
E00006540,U006789,P000604,cart,23-10-24,09:20:49
E00026903,U002787,P000927,view,23-10-24,09:31:24
E00029137,U001783,P001811,view,23-10-24,09:38:40
E00000229,U003242,P001862,view,23-10-24,09:39:10
E00067131,U007186,P001808,view,23-10-24,09:53:00
E00073335,U004922,P000134,view,23-10-24,10:16:11
E00034396,U002207,P000250,purchase,23-10-24,10:33:18
E00012764,U006372,P000355,view,23-10-24,10:47:11
E00052231,U001377,P000932,view,23-10-24,10:53:28
E00000990,U009889,P001675,view,23-10-24,10:54:13
E00064926,U006855,P001174,view,23-10-24,10:58:13
E00037833,U001043,P001655,view,23-10-24,11:14:48
E00001246,U004347,P001047,view,23-10-24,11:31:45
E00072656,U008831,P000550,view,23-10-24,11:50:52
E00066444,U008564,P000145,cart,23-10-24,11:54:36
E00061277,U007265,P000312,view,23-10-24,12:03:15
E00072277,U009022,P001812,cart,23-10-24,12:07:08
E00070878,U007451,P001139,view,23-10-24,12:10:02
E00009684,U005708,P001096,view,23-10-24,12:32:24
E00056282,U000851,P001561,view,23-10-24,12:46:43
E00072778,U004687,P000754,view,23-10-24,12:49:10
E00010865,U005606,P000038,cart,23-10-24,12:53:50
E00036521,U005629,P001567,view,23-10-24,13:40:07
E00053945,U008492,P000196,purchase,23-10-24,13:44:31
E00045034,U008647,P000018,view,23-10-24,13:55:04
E00049002,U006016,P000037,view,23-10-24,14:06:20
E00010362,U005018,P000707,view,23-10-24,14:19:11
E00001555,U004547,P001912,view,23-10-24,14:26:30
E00061011,U000130,P001047,purchase,23-10-24,14:33:33
E00059296,U003794,P001468,cart,23-10-24,14:40:00
E00073417,U004135,P000247,view,23-10-24,14:54:58
E00031337,U008044,P000682,purchase,23-10-24,14:58:19
E00045401,U008767,P001429,view,23-10-24,15:16:37
E00062125,U005163,P001185,view,23-10-24,15:46:26
E00003791,U007664,P000188,view,23-10-24,15:52:43
E00026403,U004766,P000474,view,23-10-24,16:10:57
E00060790,U006395,P000731,view,23-10-24,16:18:04
E00070019,U001664,P000374,wishlist,23-10-24,16:56:11
E00059112,U008852,P000968,view,23-10-24,17:52:38
E00028096,U000783,P000365,wishlist,23-10-24,18:26:46
E00045994,U006387,P000560,view,23-10-24,18:40:05
E00062157,U007032,P000507,view,23-10-24,18:53:54
E00046969,U004435,P000596,wishlist,23-10-24,19:14:57
E00052257,U008281,P001757,purchase,23-10-24,19:18:08
E00016131,U008450,P001814,view,23-10-24,19:20:46
E00065241,U006056,P001236,view,23-10-24,19:38:20
E00050369,U007321,P001386,view,23-10-24,19:53:01
E00024327,U003984,P001338,view,23-10-24,20:03:15
E00026407,U006857,P000642,view,23-10-24,20:29:08
E00043759,U000946,P000761,view,23-10-24,20:31:19
E00014774,U003195,P000598,wishlist,23-10-24,20:33:29
E00028907,U005138,P000350,view,23-10-24,20:42:01
E00044675,U009000,P000991,cart,23-10-24,20:57:51
E00013696,U004206,P001197,view,23-10-24,21:23:08
E00077917,U000179,P000785,view,23-10-24,21:45:12
E00008772,U001061,P001868,view,23-10-24,21:53:53
E00059465,U009828,P000343,cart,23-10-24,22:04:17
E00009173,U004473,P001459,purchase,23-10-24,22:17:26
E00039779,U002727,P000153,view,23-10-24,22:18:26
E00021482,U006319,P001134,view,23-10-24,22:22:33
E00018126,U000232,P001156,view,23-10-24,22:59:57
E00062750,U007928,P001826,cart,23-10-24,23:12:39
E00067789,U002934,P001114,view,23-10-24,23:25:17
E00061286,U009245,P000910,view,23-10-24,23:30:12
E00067513,U005144,P001137,view,23-10-24,23:45:53
E00049767,U002097,P001124,view,23-10-24,23:49:11
E00050664,U003816,P001968,cart,23-10-24,23:54:41
E00018091,U005245,P001682,view,23-10-24,23:58:57
E00037200,U001529,P000584,wishlist,24-10-24,00:12:38
E00076453,U007807,P001423,view,24-10-24,01:00:32
E00000637,U003154,P001665,view,24-10-24,01:13:43
E00020858,U006900,P002000,view,24-10-24,01:22:31
E00040323,U008981,P001973,purchase,24-10-24,01:47:16
E00051049,U000978,P001678,view,24-10-24,01:49:25
E00034962,U007514,P000957,view,24-10-24,02:08:30
E00024827,U005573,P000762,view,24-10-24,02:11:04
E00010103,U006675,P000533,view,24-10-24,02:15:00
E00035665,U001219,P001399,view,24-10-24,02:44:19
E00062186,U003674,P000676,purchase,24-10-24,02:48:26
E00014996,U001365,P000888,cart,24-10-24,03:20:24
E00070944,U003356,P000739,view,24-10-24,03:24:27
E00052439,U005192,P000518,view,24-10-24,03:35:40
E00039941,U008473,P001310,wishlist,24-10-24,03:57:04
E00000601,U009373,P000985,view,24-10-24,04:00:22
E00027296,U001031,P000488,view,24-10-24,04:01:00
E00075028,U003876,P001614,view,24-10-24,04:59:40
E00052297,U008780,P001000,view,24-10-24,05:02:15
E00078784,U008615,P000367,purchase,24-10-24,05:02:39
E00038675,U002842,P001815,view,24-10-24,05:31:45
E00046896,U001036,P000317,cart,24-10-24,05:39:42
E00055348,U007884,P001455,cart,24-10-24,05:43:55
E00050801,U005599,P000989,view,24-10-24,06:22:29
E00041028,U003922,P000668,view,24-10-24,06:29:21
E00065839,U001184,P001231,view,24-10-24,06:31:46
E00051907,U002643,P001698,view,24-10-24,06:41:35
E00078027,U005507,P000968,view,24-10-24,07:07:50
E00074182,U005290,P000732,view,24-10-24,07:11:02
E00015302,U001369,P001745,view,24-10-24,07:15:14
E00074609,U006001,P001745,view,24-10-24,07:24:53
E00069136,U007877,P000605,view,24-10-24,07:33:05
E00039226,U000294,P000696,view,24-10-24,07:51:35
E00062931,U003547,P000237,view,24-10-24,08:14:13
E00064775,U001919,P000124,cart,24-10-24,08:15:19
E00071784,U005005,P000377,view,24-10-24,08:24:11
E00064598,U009145,P001258,view,24-10-24,08:29:19
E00004700,U009668,P000152,view,24-10-24,08:30:02
E00020753,U006303,P001544,purchase,24-10-24,08:32:06
E00048701,U004199,P000168,view,24-10-24,08:32:19
E00039299,U004070,P001523,view,24-10-24,08:43:10
E00074059,U005793,P001356,view,24-10-24,08:47:11
E00019333,U006493,P000780,view,24-10-24,09:00:11
E00066244,U002376,P001557,purchase,24-10-24,09:28:26
E00074804,U000797,P000322,view,24-10-24,09:31:27
E00060675,U005183,P000936,view,24-10-24,09:40:59
E00055254,U000945,P001296,view,24-10-24,09:50:50
E00000005,U005776,P000392,view,24-10-24,10:20:34
E00078156,U006272,P000980,cart,24-10-24,10:50:37
E00078913,U006499,P000911,view,24-10-24,11:45:30
E00068705,U009527,P000695,view,24-10-24,11:45:30
E00044653,U004671,P001855,view,24-10-24,11:48:36
E00028527,U009039,P001304,view,24-10-24,11:50:12
E00035268,U000881,P000354,view,24-10-24,11:52:04
E00073401,U009963,P000254,view,24-10-24,12:12:49
E00022921,U007620,P000829,view,24-10-24,12:16:51
E00006140,U000097,P000459,view,24-10-24,12:17:09
E00068940,U004823,P000776,wishlist,24-10-24,12:23:27
E00012484,U007375,P001084,view,24-10-24,12:34:14
E00077614,U002928,P000065,cart,24-10-24,12:36:49
E00074529,U001306,P000211,view,24-10-24,12:39:46
E00024175,U003652,P001222,cart,24-10-24,12:58:36
E00034488,U001092,P001941,view,24-10-24,13:02:18
E00019880,U004104,P001103,view,24-10-24,13:03:14
E00039215,U003347,P001495,view,24-10-24,13:06:29
E00014114,U001420,P000549,view,24-10-24,13:10:31
E00073902,U008668,P000565,view,24-10-24,13:38:46
E00018993,U004392,P001480,view,24-10-24,13:52:36
E00041167,U005304,P001236,view,24-10-24,13:53:21
E00009561,U002570,P000026,cart,24-10-24,13:54:30
E00069064,U005176,P000064,wishlist,24-10-24,14:36:48
E00058967,U003420,P000579,cart,24-10-24,14:46:36
E00077051,U008596,P001131,view,24-10-24,15:02:35
E00039804,U005599,P001023,view,24-10-24,15:09:39
E00014920,U003764,P000859,purchase,24-10-24,15:09:42
E00059522,U009697,P000345,view,24-10-24,15:22:27
E00025825,U009775,P000892,view,24-10-24,15:30:31
E00059415,U002477,P001896,view,24-10-24,15:53:16
E00043196,U007699,P000274,cart,24-10-24,15:58:03
E00020620,U002588,P000025,view,24-10-24,15:59:35
E00053993,U001228,P001515,view,24-10-24,16:17:04
E00051201,U001448,P001687,view,24-10-24,16:29:24
E00003955,U007015,P000470,cart,24-10-24,16:34:44
E00053757,U009521,P001360,purchase,24-10-24,17:25:44
E00013396,U008586,P001954,wishlist,24-10-24,17:26:14
E00050210,U004623,P000010,view,24-10-24,17:33:20
E00073332,U003410,P000481,view,24-10-24,17:51:16
E00036152,U002647,P001926,wishlist,24-10-24,17:51:26
E00054472,U007577,P001514,view,24-10-24,18:29:23
E00065233,U006659,P001904,view,24-10-24,18:32:30
E00017523,U009156,P001780,view,24-10-24,18:49:11
E00055605,U007053,P001245,view,24-10-24,18:58:32
E00035264,U007229,P000933,cart,24-10-24,19:03:34
E00028282,U003924,P001472,view,24-10-24,19:11:05
E00027273,U006625,P001524,view,24-10-24,19:20:36
E00005798,U000855,P000605,view,24-10-24,19:38:31
E00062780,U007254,P001826,wishlist,24-10-24,19:44:20
E00068449,U002949,P000483,view,24-10-24,20:02:59
E00078377,U001813,P000050,view,24-10-24,20:10:24
E00055767,U008470,P000559,cart,24-10-24,20:10:50
E00063447,U008564,P001054,view,24-10-24,20:17:48
E00047313,U005005,P000510,view,24-10-24,20:18:54
E00047400,U008958,P001968,view,24-10-24,21:00:05
E00033400,U001667,P000234,wishlist,24-10-24,21:04:08
E00049292,U003541,P001949,view,24-10-24,21:31:18
E00075248,U005472,P000743,cart,24-10-24,21:36:52
E00017110,U006602,P001427,view,24-10-24,22:14:26
E00022341,U006047,P001832,view,24-10-24,22:46:59
E00044950,U000702,P000944,view,24-10-24,23:55:40
E00034438,U006837,P001730,view,25-10-24,00:14:53
E00036857,U009036,P000808,view,25-10-24,00:17:49
E00066252,U009115,P000300,view,25-10-24,00:26:10
E00060055,U006935,P001952,purchase,25-10-24,00:35:41
E00041993,U004042,P001293,view,25-10-24,00:42:22
E00019329,U000961,P000570,view,25-10-24,00:43:37
E00042766,U002317,P001573,view,25-10-24,00:49:20
E00008859,U006721,P000400,view,25-10-24,01:08:51
E00005850,U004682,P000042,view,25-10-24,01:34:37
E00006280,U004528,P001083,view,25-10-24,01:50:55
E00006692,U002729,P000953,view,25-10-24,01:57:59
E00013024,U007958,P001862,view,25-10-24,01:59:54
E00069453,U006992,P000397,cart,25-10-24,02:33:01
E00061612,U000908,P000844,view,25-10-24,02:37:05
E00064840,U005398,P001923,wishlist,25-10-24,02:57:02
E00051813,U002209,P001939,purchase,25-10-24,02:57:07
E00035538,U002791,P001493,wishlist,25-10-24,03:15:55
E00077820,U006194,P000600,wishlist,25-10-24,03:16:13
E00025899,U009460,P000217,view,25-10-24,03:37:28
E00028284,U008701,P000858,view,25-10-24,03:51:56
E00010267,U005049,P001847,cart,25-10-24,03:54:46
E00049933,U009545,P001389,cart,25-10-24,03:59:57
E00018466,U001293,P000804,view,25-10-24,04:01:11
E00069315,U002505,P001662,view,25-10-24,04:08:42
E00064011,U009466,P000037,purchase,25-10-24,04:38:03
E00027175,U002643,P000387,view,25-10-24,04:39:14
E00022287,U002390,P001469,view,25-10-24,04:59:49
E00061732,U002924,P001816,cart,25-10-24,05:13:53
E00062491,U001141,P000912,view,25-10-24,05:27:53
E00026102,U006482,P000948,view,25-10-24,05:53:50
E00009322,U005471,P001349,view,25-10-24,06:05:11
E00039946,U002761,P000656,view,25-10-24,06:18:05
E00078599,U003999,P000272,view,25-10-24,06:19:40
E00051267,U008317,P000349,view,25-10-24,06:33:28
E00005784,U004022,P000021,view,25-10-24,06:46:29
E00060044,U007048,P000419,view,25-10-24,07:09:03
E00036306,U006133,P001727,view,25-10-24,07:10:04
E00025531,U000419,P001239,view,25-10-24,07:10:55
E00006115,U008353,P000938,view,25-10-24,07:12:17
E00075027,U001803,P000755,view,25-10-24,07:13:02
E00079323,U004644,P000556,cart,25-10-24,07:19:23
E00050982,U000908,P001955,view,25-10-24,07:22:44
E00034225,U001585,P000210,view,25-10-24,08:09:06
E00027705,U007903,P000462,view,25-10-24,08:23:58
E00048014,U006577,P000308,view,25-10-24,08:25:39
E00007566,U003175,P000057,view,25-10-24,08:30:30
E00057935,U009868,P001314,view,25-10-24,08:38:12
E00040855,U002064,P000313,cart,25-10-24,08:53:20
E00054768,U007442,P001483,view,25-10-24,09:05:50
E00040328,U008951,P000462,wishlist,25-10-24,09:23:12
E00028790,U009830,P001535,view,25-10-24,09:25:33
E00075071,U000857,P001003,cart,25-10-24,09:40:13
E00001657,U004675,P001131,view,25-10-24,09:46:03
E00035548,U001937,P001495,view,25-10-24,09:50:27
E00018682,U001339,P001360,view,25-10-24,10:14:41
E00068341,U006492,P000949,view,25-10-24,10:14:48
E00009084,U005911,P001316,view,25-10-24,10:28:40
E00017872,U008004,P001507,wishlist,25-10-24,10:28:55
E00065581,U006606,P001517,view,25-10-24,10:29:23
E00000260,U001714,P001149,cart,25-10-24,10:35:06
E00002998,U007178,P001942,view,25-10-24,10:47:41
E00037948,U009114,P001670,view,25-10-24,10:51:51
E00077529,U001521,P000698,wishlist,25-10-24,10:55:17
E00008092,U000662,P000398,view,25-10-24,10:59:29
E00076977,U005324,P000929,view,25-10-24,11:00:15
E00063814,U000257,P001438,wishlist,25-10-24,11:09:47
E00005881,U001550,P000211,view,25-10-24,11:12:34
E00052352,U009210,P000736,view,25-10-24,11:23:10
E00051993,U003996,P001127,wishlist,25-10-24,11:53:49
E00059619,U007815,P000744,wishlist,25-10-24,11:55:48
E00012836,U006175,P000011,view,25-10-24,12:47:53
E00058423,U005577,P000726,wishlist,25-10-24,13:10:36
E00068985,U001980,P000987,view,25-10-24,13:19:32
E00007109,U004803,P001799,view,25-10-24,13:25:14
E00067741,U007040,P000902,view,25-10-24,13:25:27
E00049479,U005017,P000740,view,25-10-24,13:29:27
E00030378,U000457,P001134,view,25-10-24,13:36:08
E00017639,U009600,P000247,view,25-10-24,14:50:35
E00063711,U001380,P001754,cart,25-10-24,14:53:18
E00059491,U009234,P000940,wishlist,25-10-24,15:02:57
E00050488,U002372,P000254,view,25-10-24,15:07:22
E00074982,U005504,P000899,view,25-10-24,15:10:59
E00001626,U006826,P000036,view,25-10-24,15:26:38
E00042428,U004131,P000430,cart,25-10-24,15:45:52
E00017301,U007098,P000148,view,25-10-24,15:52:26
E00061468,U008962,P001047,view,25-10-24,15:56:11
E00069889,U001660,P001045,view,25-10-24,15:59:16
E00006511,U007099,P000387,wishlist,25-10-24,16:06:58
E00057465,U006756,P001483,view,25-10-24,16:32:38
E00032658,U003975,P001898,view,25-10-24,16:49:10
E00036871,U009965,P000408,wishlist,25-10-24,17:25:58
E00035320,U003904,P000100,view,25-10-24,17:26:30
E00034957,U000584,P001362,view,25-10-24,17:43:27
E00044816,U000473,P000426,view,25-10-24,17:47:09
E00013996,U002180,P000370,view,25-10-24,17:53:04
E00033196,U005618,P000145,view,25-10-24,18:23:39
E00015779,U005700,P001030,wishlist,25-10-24,18:35:14
E00026705,U004194,P001138,view,25-10-24,18:47:25
E00012490,U001546,P001169,purchase,25-10-24,18:54:19
E00035671,U008621,P000788,wishlist,25-10-24,19:08:31
E00017907,U009113,P000457,view,25-10-24,19:11:24
E00060510,U004958,P000153,wishlist,25-10-24,19:17:44
E00065502,U008869,P000449,wishlist,25-10-24,19:29:56
E00030106,U005445,P001967,view,25-10-24,20:07:39
E00064499,U003252,P000835,view,25-10-24,20:16:10
E00013530,U000773,P001143,wishlist,25-10-24,20:16:24
E00059944,U007887,P000414,view,25-10-24,20:27:10
E00074303,U009876,P001122,view,25-10-24,20:28:06
E00042834,U008952,P001255,view,25-10-24,20:58:19
E00030138,U001919,P000032,cart,25-10-24,20:59:06
E00051223,U005659,P000074,view,25-10-24,21:07:46
E00045847,U001494,P001552,view,25-10-24,21:25:02
E00059814,U003982,P001864,view,25-10-24,21:31:47
E00031999,U002205,P001301,view,25-10-24,22:17:55
E00065262,U004277,P000224,cart,25-10-24,22:23:07
E00064305,U002483,P000231,view,25-10-24,22:25:24
E00065477,U001448,P001602,view,25-10-24,22:46:54
E00049235,U005154,P001139,view,25-10-24,22:49:46
E00026085,U006461,P000730,view,25-10-24,23:14:09
E00034765,U006871,P000293,view,25-10-24,23:15:54
E00061837,U005586,P001823,wishlist,25-10-24,23:48:02
E00063297,U002387,P000144,cart,25-10-24,23:55:31
E00029518,U008567,P000695,view,26-10-24,00:27:50
E00019196,U000658,P001888,view,26-10-24,00:32:13
E00067391,U003795,P001693,purchase,26-10-24,00:43:40
E00030650,U009676,P000808,view,26-10-24,00:51:39
E00023317,U004253,P000504,cart,26-10-24,00:56:23
E00019462,U009713,P000733,cart,26-10-24,01:11:54
E00017061,U002330,P000132,wishlist,26-10-24,01:12:34
E00000468,U009518,P000200,purchase,26-10-24,01:40:18
E00008940,U000192,P001960,view,26-10-24,01:53:52
E00034238,U003732,P000544,purchase,26-10-24,01:58:10
E00016674,U002713,P001822,view,26-10-24,02:05:56
E00068481,U003256,P000252,view,26-10-24,02:23:20
E00070622,U005167,P001466,view,26-10-24,02:43:14
E00058963,U007034,P001651,purchase,26-10-24,02:43:29
E00037852,U001491,P000226,view,26-10-24,02:53:57
E00060773,U004277,P000681,view,26-10-24,03:10:07
E00069165,U005513,P000600,view,26-10-24,03:54:27
E00073156,U004322,P000182,view,26-10-24,04:06:32
E00014124,U000483,P001261,cart,26-10-24,04:26:14
E00019871,U000683,P001603,cart,26-10-24,04:37:10
E00060019,U000748,P001273,view,26-10-24,04:43:10
E00023726,U006645,P000206,wishlist,26-10-24,04:56:50
E00023722,U005494,P000016,view,26-10-24,05:10:53
E00055807,U005356,P001770,view,26-10-24,05:11:42
E00021231,U009886,P001867,view,26-10-24,05:39:22
E00058771,U009389,P001584,view,26-10-24,05:40:55
E00050074,U005788,P001965,cart,26-10-24,05:50:48
E00013878,U007207,P001088,view,26-10-24,06:22:55
E00055940,U009088,P000001,view,26-10-24,06:52:15
E00015050,U001605,P001583,purchase,26-10-24,06:59:27
E00047417,U002906,P000532,wishlist,26-10-24,07:34:27
E00059281,U004695,P000389,view,26-10-24,07:51:21
E00051852,U009072,P001138,cart,26-10-24,08:02:08
E00023086,U008412,P000464,view,26-10-24,08:06:15
E00040824,U007546,P000349,view,26-10-24,08:27:43
E00059660,U002579,P001349,view,26-10-24,08:31:04
E00025853,U007086,P001636,view,26-10-24,08:38:29
E00073185,U009173,P000093,wishlist,26-10-24,08:54:30
E00016093,U005689,P001750,purchase,26-10-24,09:01:51
E00007579,U009439,P001663,view,26-10-24,09:02:09
E00005554,U002496,P000110,cart,26-10-24,09:21:25
E00005373,U002383,P000418,cart,26-10-24,09:47:26
E00067724,U003974,P001319,view,26-10-24,10:00:41
E00013031,U005384,P001436,view,26-10-24,10:18:08
E00069550,U009728,P001655,view,26-10-24,10:23:10
E00010223,U006257,P001615,view,26-10-24,10:30:41
E00063094,U000794,P000703,view,26-10-24,10:31:10
E00012342,U005926,P001913,view,26-10-24,10:36:46
E00041611,U008213,P000109,view,26-10-24,11:02:56
E00041795,U006241,P001135,view,26-10-24,11:32:20
E00079111,U007818,P000436,view,26-10-24,11:33:37
E00069167,U001879,P000316,wishlist,26-10-24,11:59:56
E00033110,U005970,P001585,view,26-10-24,12:03:25
E00059780,U001915,P000365,cart,26-10-24,12:05:34
E00039621,U002129,P000793,view,26-10-24,12:05:36
E00041975,U006344,P000442,view,26-10-24,12:09:37
E00011047,U001028,P001079,view,26-10-24,12:24:17
E00029960,U003246,P000674,view,26-10-24,12:24:52
E00028618,U007138,P001001,view,26-10-24,12:26:36
E00041526,U009637,P001395,cart,26-10-24,12:49:10
E00063180,U005710,P000888,cart,26-10-24,13:30:16
E00002984,U000199,P000391,view,26-10-24,13:38:02
E00012441,U003173,P001808,cart,26-10-24,13:40:51
E00079337,U002865,P000142,view,26-10-24,13:43:54
E00042840,U001268,P000779,cart,26-10-24,14:19:58
E00013771,U008147,P000588,cart,26-10-24,14:23:25
E00042078,U001203,P001077,cart,26-10-24,14:25:24
E00044323,U006954,P000303,cart,26-10-24,14:39:07
E00001008,U001027,P000770,purchase,26-10-24,14:46:13
E00044503,U001390,P000033,view,26-10-24,14:46:13
E00017923,U002795,P001508,cart,26-10-24,14:46:28
E00057943,U001622,P000220,view,26-10-24,14:58:47
E00071763,U005798,P000160,wishlist,26-10-24,15:30:23
E00029449,U009744,P001499,view,26-10-24,15:57:38
E00008599,U009701,P001561,view,26-10-24,16:00:41
E00004243,U005715,P000064,view,26-10-24,16:21:57
E00069912,U008191,P000691,cart,26-10-24,16:26:14
E00003184,U007649,P001291,view,26-10-24,16:27:12
E00047233,U008701,P001821,view,26-10-24,16:36:52
